# ARMA v2 File Entry Table (9500 entries)
# Format: index | offset | compressed_size | uncompressed_size | flags

  435 | 0x0000023016c0 |        478 |        478 | 0x00000000
  436 | 0x0000023018a0 |       3682 |       3682 | 0x00000000
  437 | 0x000002302710 |       2029 |       2029 | 0x00000000
  438 | 0x000002302f00 |       1134 |       1134 | 0x00000000
  439 | 0x000002303370 |        478 |        478 | 0x00000000
  440 | 0x000002303550 |       3682 |       3682 | 0x00000000
  441 | 0x0000023043c0 |       2029 |       2029 | 0x00000000
  442 | 0x000002304bb0 |       1134 |       1134 | 0x00000000
  443 | 0x000002305020 |        478 |        478 | 0x00000000
  444 | 0x000002305200 |       3682 |       3682 | 0x00000000
  445 | 0x000002306070 |       2029 |       2029 | 0x00000000
  446 | 0x000002306860 |       1134 |       1134 | 0x00000000
  447 | 0x000002306cd0 |        478 |        478 | 0x00000000
  448 | 0x000002306eb0 |       3682 |       3682 | 0x00000000
  449 | 0x000002307d20 |       2029 |       2029 | 0x00000000
  450 | 0x000002308510 |       1134 |       1134 | 0x00000000
  451 | 0x000002308980 |        478 |        478 | 0x00000000
  452 | 0x000002308b60 |       3682 |       3682 | 0x00000000
  453 | 0x0000023099d0 |       2029 |       2029 | 0x00000000
  454 | 0x00000230a1c0 |       1134 |       1134 | 0x00000000
  455 | 0x00000230a630 |        478 |        478 | 0x00000000
  456 | 0x00000230a810 |       3682 |       3682 | 0x00000000
  457 | 0x00000230b680 |       2029 |       2029 | 0x00000000
  458 | 0x00000230be70 |       1134 |       1134 | 0x00000000
  459 | 0x00000230c2e0 |        478 |        478 | 0x00000000
  460 | 0x00000230c4c0 |       3682 |       3682 | 0x00000000
  461 | 0x00000230d330 |       2029 |       2029 | 0x00000000
  462 | 0x00000230db20 |       1134 |       1134 | 0x00000000
  463 | 0x00000230df90 |        478 |        478 | 0x00000000
  464 | 0x00000230e170 |       3682 |       3682 | 0x00000000
  465 | 0x00000230efe0 |       2029 |       2029 | 0x00000000
  466 | 0x00000230f7d0 |       1134 |       1134 | 0x00000000
  467 | 0x00000230fc40 |        478 |        478 | 0x00000000
  468 | 0x00000230fe20 |       3682 |       3682 | 0x00000000
  469 | 0x000002310c90 |       2029 |       2029 | 0x00000000
  470 | 0x000002311480 |       1134 |       1134 | 0x00000000
  471 | 0x0000023118f0 |        478 |        478 | 0x00000000
  472 | 0x000002311ad0 |       3682 |       3682 | 0x00000000
  473 | 0x000002312940 |       2029 |       2029 | 0x00000000
  474 | 0x000002313130 |       1134 |       1134 | 0x00000000
  475 | 0x0000023135a0 |        478 |        478 | 0x00000000
  476 | 0x000002313780 |       3682 |       3682 | 0x00000000
  477 | 0x0000023145f0 |       2029 |       2029 | 0x00000000
  478 | 0x000002314de0 |       1134 |       1134 | 0x00000000
  479 | 0x000002315250 |        478 |        478 | 0x00000000
  480 | 0x000002315430 |       3682 |       3682 | 0x00000000
  481 | 0x0000023162a0 |       2029 |       2029 | 0x00000000
  482 | 0x000002316a90 |       1134 |       1134 | 0x00000000
  483 | 0x000002316f00 |        478 |        478 | 0x00000000
  484 | 0x0000023170e0 |       3728 |       3728 | 0x00000000
  485 | 0x000002317f70 |       2029 |       2029 | 0x00000000
  486 | 0x000002318760 |       1134 |       1134 | 0x00000000
  487 | 0x000002318bd0 |        478 |        478 | 0x00000000
  488 | 0x000002318db0 |       3682 |       3682 | 0x00000000
  489 | 0x000002319c20 |       2029 |       2029 | 0x00000000
  490 | 0x00000231a410 |       1134 |       1134 | 0x00000000
  491 | 0x00000231a880 |        478 |        478 | 0x00000000
  492 | 0x00000231aa60 |       3613 |       3613 | 0x00000000
  493 | 0x00000231b880 |       2029 |       2029 | 0x00000000
  494 | 0x00000231c070 |       1134 |       1134 | 0x00000000
  495 | 0x00000231c4e0 |        478 |        478 | 0x00000000
  496 | 0x00000231c6c0 |       3688 |       3688 | 0x00000000
  497 | 0x00000231d530 |       2029 |       2029 | 0x00000000
  498 | 0x00000231dd20 |       1134 |       1134 | 0x00000000
  499 | 0x00000231e190 |        478 |        478 | 0x00000000
  500 | 0x00000231e370 |       3682 |       3682 | 0x00000000
  501 | 0x00000231f1e0 |       2029 |       2029 | 0x00000000
  502 | 0x00000231f9d0 |       1134 |       1134 | 0x00000000
  503 | 0x00000231fe40 |        478 |        478 | 0x00000000
  504 | 0x000002320020 |       3613 |       3613 | 0x00000000
  505 | 0x000002320e40 |       2029 |       2029 | 0x00000000
  506 | 0x000002321630 |       1134 |       1134 | 0x00000000
  507 | 0x000002321aa0 |        478 |        478 | 0x00000000
  508 | 0x000002321c80 |       3688 |       3688 | 0x00000000
  509 | 0x000002322af0 |       2029 |       2029 | 0x00000000
  510 | 0x0000023232e0 |       1134 |       1134 | 0x00000000
  511 | 0x000002323750 |        478 |        478 | 0x00000000
  512 | 0x000002323930 |       3688 |       3688 | 0x00000000
  513 | 0x0000023247a0 |       2029 |       2029 | 0x00000000
  514 | 0x000002324f90 |       1134 |       1134 | 0x00000000
  515 | 0x000002325400 |        478 |        478 | 0x00000000
  516 | 0x0000023255e0 |       3688 |       3688 | 0x00000000
  517 | 0x000002326450 |       2029 |       2029 | 0x00000000
  518 | 0x000002326c40 |       1134 |       1134 | 0x00000000
  519 | 0x0000023270b0 |        478 |        478 | 0x00000000
  520 | 0x000002327290 |       3668 |       3668 | 0x00000000
  521 | 0x0000023280f0 |       2029 |       2029 | 0x00000000
  522 | 0x0000023288e0 |       1134 |       1134 | 0x00000000
  523 | 0x000002328d50 |        478 |        478 | 0x00000000
  524 | 0x000002328f30 |       3613 |       3613 | 0x00000000
  525 | 0x000002329d50 |       2029 |       2029 | 0x00000000
  526 | 0x00000232a540 |       1134 |       1134 | 0x00000000
  527 | 0x00000232a9b0 |        478 |        478 | 0x00000000
  528 | 0x00000232ab90 |       3613 |       3613 | 0x00000000
  529 | 0x00000232b9b0 |       2029 |       2029 | 0x00000000
  530 | 0x00000232c1a0 |       1134 |       1134 | 0x00000000
  531 | 0x00000232c610 |        478 |        478 | 0x00000000
  532 | 0x00000232c7f0 |       3755 |       3755 | 0x00000000
  533 | 0x00000232d6a0 |       2029 |       2029 | 0x00000000
  534 | 0x00000232de90 |       1134 |       1134 | 0x00000000
  535 | 0x00000232e300 |        478 |        478 | 0x00000000
  536 | 0x00000232e4e0 |       3613 |       3613 | 0x00000000
  537 | 0x00000232f300 |       2029 |       2029 | 0x00000000
  538 | 0x00000232faf0 |       1134 |       1134 | 0x00000000
  539 | 0x00000232ff60 |        478 |        478 | 0x00000000
  540 | 0x000002330140 |       3613 |       3613 | 0x00000000
  541 | 0x000002330f60 |       2029 |       2029 | 0x00000000
  542 | 0x000002331750 |       1134 |       1134 | 0x00000000
  543 | 0x000002331bc0 |        478 |        478 | 0x00000000
  544 | 0x000002331da0 |       3772 |       3772 | 0x00000000
  545 | 0x000002332c60 |       2029 |       2029 | 0x00000000
  546 | 0x000002333450 |       1134 |       1134 | 0x00000000
  547 | 0x0000023338c0 |        478 |        478 | 0x00000000
  548 | 0x000002333aa0 |       3728 |       3728 | 0x00000000
  549 | 0x000002334930 |       2029 |       2029 | 0x00000000
  550 | 0x000002335120 |       1134 |       1134 | 0x00000000
  551 | 0x000002335590 |        478 |        478 | 0x00000000
  552 | 0x000002335770 |       3795 |       3795 | 0x00000000
  553 | 0x000002336650 |       2029 |       2029 | 0x00000000
  554 | 0x000002336e40 |       1134 |       1134 | 0x00000000
  555 | 0x0000023372b0 |        478 |        478 | 0x00000000
  556 | 0x000002337490 |       3788 |       3788 | 0x00000000
  557 | 0x000002338360 |       2029 |       2029 | 0x00000000
  558 | 0x000002338b50 |       1134 |       1134 | 0x00000000
  559 | 0x000002338fc0 |        478 |        478 | 0x00000000
  560 | 0x0000023391a0 |       3786 |       3786 | 0x00000000
  561 | 0x00000233a070 |       2029 |       2029 | 0x00000000
  562 | 0x00000233a860 |       1134 |       1134 | 0x00000000
  563 | 0x00000233acd0 |        478 |        478 | 0x00000000
  564 | 0x00000233aeb0 |       3784 |       3784 | 0x00000000
  565 | 0x00000233bd80 |       2029 |       2029 | 0x00000000
  566 | 0x00000233c570 |       1134 |       1134 | 0x00000000
  567 | 0x00000233c9e0 |        478 |        478 | 0x00000000
  568 | 0x00000233cbc0 |       3685 |       3685 | 0x00000000
  569 | 0x00000233da30 |       2029 |       2029 | 0x00000000
  570 | 0x00000233e220 |       1134 |       1134 | 0x00000000
  571 | 0x00000233e690 |        478 |        478 | 0x00000000
  572 | 0x00000233e870 |       3818 |       3818 | 0x00000000
  573 | 0x00000233f760 |       2029 |       2029 | 0x00000000
  574 | 0x00000233ff50 |       1134 |       1134 | 0x00000000
  575 | 0x0000023403c0 |        478 |        478 | 0x00000000
  576 | 0x0000023405a0 |       3818 |       3818 | 0x00000000
  577 | 0x000002341490 |       2029 |       2029 | 0x00000000
  578 | 0x000002341c80 |       1134 |       1134 | 0x00000000
  579 | 0x0000023420f0 |        478 |        478 | 0x00000000
  580 | 0x0000023422d0 |       3818 |       3818 | 0x00000000
  581 | 0x0000023431c0 |       2029 |       2029 | 0x00000000
  582 | 0x0000023439b0 |       1134 |       1134 | 0x00000000
  583 | 0x000002343e20 |        478 |        478 | 0x00000000
  584 | 0x000002344000 |       3716 |       3716 | 0x00000000
  585 | 0x000002344e90 |       2029 |       2029 | 0x00000000
  586 | 0x000002345680 |       1134 |       1134 | 0x00000000
  587 | 0x000002345af0 |        478 |        478 | 0x00000000
  588 | 0x000002345cd0 |       3644 |       3644 | 0x00000000
  589 | 0x000002346b10 |       2029 |       2029 | 0x00000000
  590 | 0x000002347300 |       1134 |       1134 | 0x00000000
  591 | 0x000002347770 |        478 |        478 | 0x00000000
  592 | 0x000002347950 |       3796 |       3796 | 0x00000000
  593 | 0x000002348830 |       2029 |       2029 | 0x00000000
  594 | 0x000002349020 |       1134 |       1134 | 0x00000000
  595 | 0x000002349490 |        478 |        478 | 0x00000000
  596 | 0x000002349670 |       3785 |       3785 | 0x00000000
  597 | 0x00000234a540 |       2029 |       2029 | 0x00000000
  598 | 0x00000234ad30 |       1134 |       1134 | 0x00000000
  599 | 0x00000234b1a0 |        478 |        478 | 0x00000000
  600 | 0x00000234b380 |       3785 |       3785 | 0x00000000
  601 | 0x00000234c250 |       2029 |       2029 | 0x00000000
  602 | 0x00000234ca40 |       1134 |       1134 | 0x00000000
  603 | 0x00000234ceb0 |        478 |        478 | 0x00000000
  604 | 0x00000234d090 |       3785 |       3785 | 0x00000000
  605 | 0x00000234df60 |       2029 |       2029 | 0x00000000
  606 | 0x00000234e750 |       1134 |       1134 | 0x00000000
  607 | 0x00000234ebc0 |        478 |        478 | 0x00000000
  608 | 0x00000234eda0 |       3785 |       3785 | 0x00000000
  609 | 0x00000234fc70 |       2029 |       2029 | 0x00000000
  610 | 0x000002350460 |       1134 |       1134 | 0x00000000
  611 | 0x0000023508d0 |        478 |        478 | 0x00000000
  612 | 0x000002350ab0 |       3732 |       3732 | 0x00000000
  613 | 0x000002351950 |       2029 |       2029 | 0x00000000
  614 | 0x000002352140 |       1134 |       1134 | 0x00000000
  615 | 0x0000023525b0 |        478 |        478 | 0x00000000
  616 | 0x000002352790 |       3859 |       3859 | 0x00000000
  617 | 0x0000023536b0 |       2029 |       2029 | 0x00000000
  618 | 0x000002353ea0 |       1134 |       1134 | 0x00000000
  619 | 0x000002354310 |        478 |        478 | 0x00000000
  620 | 0x0000023544f0 |       3726 |       3726 | 0x00000000
  621 | 0x000002355380 |       2029 |       2029 | 0x00000000
  622 | 0x000002355b70 |       1134 |       1134 | 0x00000000
  623 | 0x000002355fe0 |        478 |        478 | 0x00000000
  624 | 0x0000023561c0 |       3771 |       3771 | 0x00000000
  625 | 0x000002357080 |       2029 |       2029 | 0x00000000
  626 | 0x000002357870 |       1134 |       1134 | 0x00000000
  627 | 0x000002357ce0 |        478 |        478 | 0x00000000
  628 | 0x000002357ec0 |       5742 |       5742 | 0x00000000
  629 | 0x000002359530 |       2059 |       2059 | 0x00000000
  630 | 0x000002359d40 |       1164 |       1164 | 0x00000000
  631 | 0x00000235a1d0 |        508 |        508 | 0x00000000
  632 | 0x00000235a3d0 |       5745 |       5745 | 0x00000000
  633 | 0x00000235ba50 |       2059 |       2059 | 0x00000000
  634 | 0x00000235c260 |       1164 |       1164 | 0x00000000
  635 | 0x00000235c6f0 |        508 |        508 | 0x00000000
  636 | 0x00000235c8f0 |       5752 |       5752 | 0x00000000
  637 | 0x00000235df70 |       2059 |       2059 | 0x00000000
  638 | 0x00000235e780 |       1164 |       1164 | 0x00000000
  639 | 0x00000235ec10 |        508 |        508 | 0x00000000
  640 | 0x00000235ee10 |       5752 |       5752 | 0x00000000
  641 | 0x000002360490 |       2059 |       2059 | 0x00000000
  642 | 0x000002360ca0 |       1164 |       1164 | 0x00000000
  643 | 0x000002361130 |        508 |        508 | 0x00000000
  644 | 0x000002361330 |       5752 |       5752 | 0x00000000
  645 | 0x0000023629b0 |       2059 |       2059 | 0x00000000
  646 | 0x0000023631c0 |       1164 |       1164 | 0x00000000
  647 | 0x000002363650 |        508 |        508 | 0x00000000
  648 | 0x000002363850 |       5603 |       5603 | 0x00000000
  649 | 0x000002364e40 |       2059 |       2059 | 0x00000000
  650 | 0x000002365650 |       1164 |       1164 | 0x00000000
  651 | 0x000002365ae0 |        508 |        508 | 0x00000000
  652 | 0x000002365ce0 |       5684 |       5684 | 0x00000000
  653 | 0x000002367320 |       2059 |       2059 | 0x00000000
  654 | 0x000002367b30 |       1164 |       1164 | 0x00000000
  655 | 0x000002367fc0 |        508 |        508 | 0x00000000
  656 | 0x0000023681c0 |       5684 |       5684 | 0x00000000
  657 | 0x000002369800 |       2059 |       2059 | 0x00000000
  658 | 0x00000236a010 |       1164 |       1164 | 0x00000000
  659 | 0x00000236a4a0 |        508 |        508 | 0x00000000
  660 | 0x00000236a6a0 |       5684 |       5684 | 0x00000000
  661 | 0x00000236bce0 |       2059 |       2059 | 0x00000000
  662 | 0x00000236c4f0 |       1164 |       1164 | 0x00000000
  663 | 0x00000236c980 |        508 |        508 | 0x00000000
  664 | 0x00000236cb80 |       5684 |       5684 | 0x00000000
  665 | 0x00000236e1c0 |       2059 |       2059 | 0x00000000
  666 | 0x00000236e9d0 |       1164 |       1164 | 0x00000000
  667 | 0x00000236ee60 |        508 |        508 | 0x00000000
  668 | 0x00000236f060 |       5603 |       5603 | 0x00000000
  669 | 0x000002370650 |       2059 |       2059 | 0x00000000
  670 | 0x000002370e60 |       1164 |       1164 | 0x00000000
  671 | 0x0000023712f0 |        508 |        508 | 0x00000000
  672 | 0x0000023714f0 |       5649 |       5649 | 0x00000000
  673 | 0x000002372b10 |       2059 |       2059 | 0x00000000
  674 | 0x000002373320 |       1164 |       1164 | 0x00000000
  675 | 0x0000023737b0 |        508 |        508 | 0x00000000
  676 | 0x0000023739b0 |       5811 |       5811 | 0x00000000
  677 | 0x000002375070 |       2059 |       2059 | 0x00000000
  678 | 0x000002375880 |       1164 |       1164 | 0x00000000
  679 | 0x000002375d10 |        508 |        508 | 0x00000000
  680 | 0x000002375f10 |       5730 |       5730 | 0x00000000
  681 | 0x000002377580 |       2059 |       2059 | 0x00000000
  682 | 0x000002377d90 |       1164 |       1164 | 0x00000000
  683 | 0x000002378220 |        508 |        508 | 0x00000000
  684 | 0x000002378420 |       5730 |       5730 | 0x00000000
  685 | 0x000002379a90 |       2059 |       2059 | 0x00000000
  686 | 0x00000237a2a0 |       1164 |       1164 | 0x00000000
  687 | 0x00000237a730 |        508 |        508 | 0x00000000
  688 | 0x00000237a930 |       5730 |       5730 | 0x00000000
  689 | 0x00000237bfa0 |       2059 |       2059 | 0x00000000
  690 | 0x00000237c7b0 |       1164 |       1164 | 0x00000000
  691 | 0x00000237cc40 |        508 |        508 | 0x00000000
  692 | 0x00000237ce40 |       5730 |       5730 | 0x00000000
  693 | 0x00000237e4b0 |       2059 |       2059 | 0x00000000
  694 | 0x00000237ecc0 |       1164 |       1164 | 0x00000000
  695 | 0x00000237f150 |        508 |        508 | 0x00000000
  696 | 0x00000237f350 |       5730 |       5730 | 0x00000000
  697 | 0x0000023809c0 |       2059 |       2059 | 0x00000000
  698 | 0x0000023811d0 |       1164 |       1164 | 0x00000000
  699 | 0x000002381660 |        508 |        508 | 0x00000000
  700 | 0x000002381860 |       5730 |       5730 | 0x00000000
  701 | 0x000002382ed0 |       2059 |       2059 | 0x00000000
  702 | 0x0000023836e0 |       1164 |       1164 | 0x00000000
  703 | 0x000002383b70 |        508 |        508 | 0x00000000
  704 | 0x000002383d70 |       5730 |       5730 | 0x00000000
  705 | 0x0000023853e0 |       2059 |       2059 | 0x00000000
  706 | 0x000002385bf0 |       1164 |       1164 | 0x00000000
  707 | 0x000002386080 |        508 |        508 | 0x00000000
  708 | 0x000002386280 |       5802 |       5802 | 0x00000000
  709 | 0x000002387930 |       2059 |       2059 | 0x00000000
  710 | 0x000002388140 |       1164 |       1164 | 0x00000000
  711 | 0x0000023885d0 |        508 |        508 | 0x00000000
  712 | 0x0000023887d0 |       5640 |       5640 | 0x00000000
  713 | 0x000002389de0 |       2059 |       2059 | 0x00000000
  714 | 0x00000238a5f0 |       1164 |       1164 | 0x00000000
  715 | 0x00000238aa80 |        508 |        508 | 0x00000000
  716 | 0x00000238ac80 |       5721 |       5721 | 0x00000000
  717 | 0x00000238c2e0 |       2059 |       2059 | 0x00000000
  718 | 0x00000238caf0 |       1164 |       1164 | 0x00000000
  719 | 0x00000238cf80 |        508 |        508 | 0x00000000
  720 | 0x00000238d180 |       5802 |       5802 | 0x00000000
  721 | 0x00000238e830 |       2059 |       2059 | 0x00000000
  722 | 0x00000238f040 |       1164 |       1164 | 0x00000000
  723 | 0x00000238f4d0 |        508 |        508 | 0x00000000
  724 | 0x00000238f6d0 |       5721 |       5721 | 0x00000000
  725 | 0x000002390d30 |       2059 |       2059 | 0x00000000
